id,title,description,short_description,programming_language,difficulty_level,xp,time_needed_in_hours,topic_id,technology_id,content_area,link,image_url,last_updated_on,nb_of_subscriptions,num_chapters,num_exercises,num_videos,datasets_count,instructors_names,collaborators_names,tracks_titles,prerequisites_titles
59,Vector Databases for Embeddings with Pinecone,"Discover how the Pinecone vector database is revolutionizing AI application development. Pinecone is a fully-managed, ultra-low query latency vector database solution that is cornering the market. In this course, you'll learn to ingest, manipulate, and query vectors from Pinecone indexes. You'll use these skills, along with other fundamental concepts such as Retrieval Augmented Generation (RAG) to enable AI applications such as semantic search engines and context-aware chatbots. Finally, you'll learn to optimize your production databases by looking at techniques for tuning performance, optimizing storage, and improving query latency.",Discover how the Pinecone vector database is revolutionizing AI application development!,python,2,3300,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/vector-databases-for-embeddings-with-pinecone,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,4158,3,39,12,2,James Chapman; Ryan Ong,Chris Harper,Associate AI Engineer for Developers,Introduction to Embeddings with the OpenAI API
60,Working with Llama 3,"Open-source large language models like Llama can run on your own computer, helping you keep data private and reduce costs. In this course, you'll learn how to set up and use Llama locally. You'll explore simple techniques like adjusting prompts to get better responses, building conversations that remember context, and adapting outputs to fit your project's needs - whether that means generating structured data or refining responses for clarity. This course is designed for learners with experience working with Python.",Explore the latest techniques for running the Llama LLM locally and integrating it within your stack.,python,2,1750,2,16.0,37,Artificial Intelligence,https://www.datacamp.com/courses/working-with-llama-3,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,8840,2,21,7,0,Imtihan Ahmed,James Chapman,Associate AI Engineer for Data Scientists; Developing Large Language Models; Llama Fundamentals,Python Toolbox
61,Web Scraping in Python,"The ability to build tools capable of retrieving and parsing information stored across the internet has been and continues to be valuable in many veins of data science. In this course, you will learn to navigate and parse html code, and build tools to crawl websites automatically. Although our scraping will be conducted using the versatile Python library scrapy, many of the techniques you learn in this course can be applied to other popular Python libraries as well, including BeautifulSoup and Selenium. Upon the completion of this course, you will have a strong mental model of html structure, will be able to build tools to parse html code and access desired information, and create a simple scrapy spiders to crawl the web at scale.",Learn to retrieve and parse information from the internet using the Python library scrapy.,python,2,4500,4,18.0,2,Data Science and Analytics,https://www.datacamp.com/courses/web-scraping-with-python,https://assets.datacamp.com/production/course_7355/shields/thumb/shield_image_course_7355_20241106-1-fdzuyz?1730910477,17/09/2025,87492,4,56,17,1,Thomas Laetsch,Mari Nazary; David Campos; Shon Inouye,Python Developer,Intermediate Python
62,Experimental Design in Python,"Discover how to design experiments and conduct statistical analyses to begin making precise conclusions! In this course, you'll learn how different experimental design setups, including randomized block designs and factorial designs, can be implemented to measure treatment effects. You'll deep-dive into performing statistical analyses on experimental data, including selecting the correct statistical tests for the situation, conducting post-hoc analysis, and measuring effect size and minimum sample size with Cohen's d and power analysis. Finally, you'll learn how to extract insights from complex experimental data and communicate your findings to different stakeholders, address complexities like interactions, heteroscedasticity, and confounding, and implement nonparametric methods when data doesn't meet the assumptions of parametric tests.",Implement experimental design setups and perform robust statistical analyses to make precise and valid conclusions!,python,2,3700,4,7.0,2,Data Science and Analytics,https://www.datacamp.com/courses/experimental-design-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,10245,4,47,14,8,James Chapman,Dr. Chester Ismay,Applied Statistics in Python; Associate Data Scientist  in Python,Hypothesis Testing in Python
63,Manipulating Time Series Data in Python,"In this course you'll learn the basics of manipulating time series data. Time series data are data that are indexed by a sequence of dates or times. You'll learn how to use methods built into Pandas to work with this index. You'll also learn how resample time series to change the frequency. This course will also show you how to calculate rolling and cumulative values for times series. Finally, you'll use all your new skills to build a value-weighted stock index from actual stock data.",In this course you'll learn the basics of working with time series data.,python,2,4700,4,3.0,2,Data Science and Analytics,https://www.datacamp.com/courses/manipulating-time-series-data-in-python,https://assets.datacamp.com/production/course_4205/shields/thumb/shield_image_course_4205_20220526-1-r6nhs1?1653581278,17/09/2025,66582,4,55,16,2,Stefan Jansen,Lore Dirick; Nick Solomon,Finance Fundamentals in Python; Time Series in Python,Data Manipulation with pandas
64,Cluster Analysis in Python,"You have probably come across Google News, which automatically groups similar news articles under a topic. Have you ever wondered what process runs in the background to arrive at these groups? In this course, you will be introduced to unsupervised learning through clustering using the SciPy library in Python. This course covers pre-processing of data and application of hierarchical and k-means clustering. Through the course, you will explore player statistics from a popular football video game, FIFA 18. After completing the course, you will be able to quickly apply various clustering algorithms on data, visualize the clusters formed and analyze results.","In this course, you will be introduced to unsupervised learning through techniques such as hierarchical and k-means clustering using the SciPy library.",python,2,3650,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/cluster-analysis-in-python,https://assets.datacamp.com/production/course_14739/shields/thumb/shield_image_course_14739_20200221-1-18p6uo1?1582320378,17/09/2025,61060,4,46,14,3,Shaumik Daityari,Hillary Green-Lerman; Sara Billen,Machine Learning Scientist in Python,Intermediate Python
65,Extreme Gradient Boosting with XGBoost,"Do you know the basics of supervised learning and want to use state-of-the-art models on real-world datasets? Gradient boosting is currently one of the most popular techniques for efficient modeling of tabular datasets of all sizes. XGboost is a very fast, scalable implementation of gradient boosting, with models using XGBoost regularly winning online data science competitions and being used at scale across different industries. In this course, you'll learn how to use this powerful library alongside pandas and scikit-learn to build and tune supervised learning models. You'll work with real-world datasets to solve classification and regression problems.",Learn the fundamentals of gradient boosting and build state-of-the-art machine learning models using XGBoost to solve classification and regression problems.,python,2,3750,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/extreme-gradient-boosting-with-xgboost,https://assets.datacamp.com/production/course_3679/shields/thumb/shield_image_course_3679_20230301-1-zszzui?1677661690,17/09/2025,56741,4,49,16,3,Sergey Fogelson,Hugo Bowne-Anderson; Yashas Roy,Machine Learning Scientist in Python; Supervised Machine Learning in Python,Supervised Learning with scikit-learn
66,Multi-Agent Systems with LangGraph,"Design and build your own agents with LangGraph! LangGraph is a core part of the LangChain ecosystem, and it's used to build production-ready AI agents with a high degree of customizability. You'll use LangGraph to build an agentic assistant to gather information and stock performance data on Fortune 500 companies, and analyze it using visualizations! Discover state-of-the-art multi-agent architectures, including swarm (or decentralized) multi-agents and supervisor mult-agents. Become a builder of AI agent systems today!",Build powerful multi-agent systems by applying emerging agentic design patterns in the LangGraph framework.,python,3,1100,3,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/multi-agent-systems-with-langgraph,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,1529,2,13,4,0,James Chapman,Adel Nehme,,Designing Agentic Systems with LangChain
67,Intermediate GitHub Concepts,"Take your GitHub skills to the next level with this intermediate course, building on the foundations of our introductory course. You'll dive deeper into GitHub Projects, automation with GitHub Actions, and advanced security features. By the end, you'll be able to manage complex workflows, enhance team collaboration, and secure your projects more effectively. This course is perfect for those who already know the basics and want to streamline their data or software project management further!","Level up your GitHub skills with our intermediate course on GitHub Projects, Administration, and advanced security features.",r,1,1800,3,10.0,4,Emerging Technologies,https://www.datacamp.com/courses/intermediate-github-concepts,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,5524,3,29,10,0,Arne Warnke; Stan Konkin,George Boorman; Kat Zahradova,GitHub Foundations,Introduction to GitHub Concepts
68,Intermediate Object-Oriented Programming in Python,"Ready to unlock the power of object-oriented programming? You’re in the right place! In this course, you’ll build on the foundations of object-oriented programming to develop and hone the skills you need to write robust, production-ready code with Python. Apply the basic principles of inheritance to create classes that inherit functionality from more than a single parent. Unlock a new array of capabilities with method overloading to create your own implementations of built-in operators, enabling your classes to be used in new and exciting ways. Take your skills to the next-level with type hinting, and watch as your code becomes easier to read, write, and troubleshoot. Customize the way an attribute is set, accessed, and deleted using descriptors and other Python-native techniques. Learn to build your own custom iterators to navigate a collection or generate a stream of data. Discover the power of abstract base classes, and how they can be used to create ""blueprints"" for similar classes. Practice building formal and informal interfaces to create and implement contracts between classes. Finally, wrap up the course by architecting and building classes using the factory method design pattern.","Build your OOP skills with descriptors, multilevel inheritance, and abstract base classes!",python,3,3300,4,10.0,2,Emerging Technologies,https://www.datacamp.com/courses/intermediate-object-oriented-programming-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,5462,3,40,11,0,Jake Roach,George Boorman; Katerina Zahradova; Stan Konkin,Building Applications with OOP in Python; Python Developer,Introduction to Object-Oriented Programming in Python
69,Introduction to Deep Learning in Python,"Deep learning is the machine learning technique behind the most exciting capabilities in diverse areas like robotics, natural language processing, image recognition, and artificial intelligence, including the famous AlphaGo. In this course, you'll gain hands-on, practical knowledge of how to use deep learning with Keras 2.0, the latest version of a cutting-edge library for deep learning in Python.",Learn the fundamentals of neural networks and how to build deep learning models using Keras 2.0 in Python.,python,2,3500,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/introduction-to-deep-learning-in-python,https://assets.datacamp.com/production/course_1975/shields/thumb/shield_image_course_1975_20200526-1-umf526?1590501944,17/09/2025,258161,4,50,17,3,Dan Becker,Hugo Bowne-Anderson; Yashas Roy,,Supervised Learning with scikit-learn
70,Natural Language Processing (NLP) in Python,"Unlock the power of Natural Language Processing (NLP) and take your text analysis skills to the next level! This course equips you with essential tools to process, analyze, and extract insights from text data. Start with the fundamentals of text processing, such as tokenization, lemmatization, and stemming, to extracting meaningful numerical features from text using bag-of-words (BoW), TF-IDF, and embeddings. Finally, harness the power of state-of-the-art transformer models using Hugging Face. Perform sentiment analysis, classify content, analyze question-answer relationships, assess grammatical acceptability, and generate text using the latest models.",Master text analysis with essential NLP techniques from preprocessing to advanced transformer models.,python,2,3550,4,16.0,2,Data Science and Analytics,https://www.datacamp.com/courses/natural-language-processing-nlp-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,1833,4,42,13,1,Fouad Trad,James Chapman; Jasmin Ludolf; Stan Konkin,,Python Toolbox
71,Model Validation in Python,"Machine learning models are easier to implement now more than ever before. Without proper validation, the results of running new data through a model might not be as accurate as expected. Model validation allows analysts to confidently answer the question, how good is your model? We will answer this question for classification models using the complete set of tic-tac-toe endgame scenarios, and for regression models using fivethirtyeight’s ultimate Halloween candy power ranking dataset. In this course, we will cover the basics of model validation, discuss various validation techniques, and begin to develop tools for creating validated and high performing models.","Learn the basics of model validation, validation techniques, and begin creating validated and high performing models.",python,2,3700,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/model-validation-in-python,https://assets.datacamp.com/production/course_15162/shields/thumb/shield_image_course_15162_20190327-18-i7709g?1553696321,17/09/2025,27427,4,47,15,2,Kasey Jones,Chester Ismay; Becca Robins,Machine Learning Scientist in Python,Supervised Learning with scikit-learn
72,Explainable AI in Python,"Explainable AI is critical for data scientists and machine learning practitioners. This course will equip you with the skills to interpret AI model behaviors using Python. You'll use Python's Scikit-learn library and tools like SHAP and LIME to visualize and gain insights on model behavior. By the end of the course, you'll be able to build more transparent, trustworthy, and accountable AI systems.","Gain the essential skills using Scikit-learn, SHAP, and LIME to test and build transparent, trustworthy, and accountable AI systems.",python,2,3450,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/explainable-ai-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,4857,4,42,14,4,Fouad Trad,James Chapman; Jasmin Ludolf; Alex Kuntz,Associate AI Engineer for Data Scientists,Unsupervised Learning in Python; Introduction to Deep Learning with PyTorch
73,Reinforcement Learning with Gymnasium in Python,"Embark on an exhilarating exploration of Reinforcement Learning (RL), a pivotal branch of machine learning. This interactive course takes you on a comprehensive journey through the core principles of RL where you'll master the art of training intelligent agents, teaching them to make strategic decisions and maximize rewards. Your agents will learn to navigate a whole host of different environments from OpenAI's gym toolkit, including navigating frozen lakes and mountains.",Start your reinforcement learning journey! Learn how agents can learn to solve environments through interactions.,python,3,4400,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/reinforcement-learning-with-gymnasium-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,8582,4,52,15,0,Fouad Trad,James Chapman; Chris Harper,Machine Learning Fundamentals in Python; Reinforcement Learning in Python,Supervised Learning with scikit-learn; Python Toolbox; Introduction to NumPy
74,Machine Learning for Time Series Data in Python,"Time series data is ubiquitous. Whether it be stock market fluctuations, sensor data recording climate change, or activity in the brain, any signal that changes over time can be described as a time series. Machine learning has emerged as a powerful method for leveraging complexity in data in order to generate predictions and insights into the problem one is trying to solve. This course is an intersection between these two worlds of machine learning and time series data, and covers feature engineering, spectograms, and other advanced techniques in order to classify heartbeat sounds and predict stock prices.",This course focuses on feature engineering and machine learning for time series data.,python,3,4550,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/machine-learning-for-time-series-data-in-python,https://assets.datacamp.com/production/course_6079/shields/thumb/shield_image_course_6079_20221005-1-1w1u6wc?1664967378,17/09/2025,49956,4,53,13,2,Chris Holdgraf,Lore Dirick; Sumedh Panchadhar; Eunkyung Park,Machine Learning Scientist in Python; Time Series in Python,Manipulating Time Series Data in Python; Visualizing Time Series Data in Python; Supervised Learning with scikit-learn
75,Image Processing in Python,"Images are everywhere! We live in a time where images contain lots of information, which is sometimes difficult to obtain. This is why image pre-processing has become a highly valuable skill, applicable in many use cases. In this course, you will learn to process, transform, and manipulate images at your will, even when they come in thousands. You will also learn to restore damaged images, perform noise reduction, smart-resize images, count the number of dots on a dice, apply facial detection, and much more, using scikit-image. After completing this course, you will be able to apply your knowledge to different domains such as machine learning and artificial intelligence, machine and robotic vision, space and medical image analysis, retailing, and many more. Take the step and dive into the wonderful world that is computer vision!","Learn to process, transform, and manipulate images at your will.",python,2,4450,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/image-processing-in-python,https://assets.datacamp.com/production/course_16921/shields/thumb/shield_image_course_16921_20200522-1-1q04lbv?1590178566,17/09/2025,51177,4,54,16,1,Rebeca Gonzalez,Sara Billen; Hillary Green-Lerman,Image Processing in Python; Machine Learning Scientist in Python,Python Toolbox
76,Introduction to Deep Learning with Keras,"Deep learning is here to stay! It's the go-to technique to solve complex problems that arise with unstructured data and an incredible tool for innovation. Keras is one of the frameworks that make it easier to start developing deep learning models, and it's versatile enough to build industry-ready models in no time. In this course, you will learn regression and save the earth by predicting asteroid trajectories, apply binary classification to distinguish between real and fake dollar bills, use multiclass classification to decide who threw which dart at a dart board, learn to use neural networks to reconstruct noisy images and much more. Additionally, you will learn how to better control your models during training and how to tune them to boost their performance.",Learn to start developing deep learning models with Keras.,python,2,4950,4,16.0,2,Artificial Intelligence,https://www.datacamp.com/courses/introduction-to-deep-learning-with-keras,https://assets.datacamp.com/production/course_16470/shields/thumb/shield_image_course_16470_20220804-1-1s1m4cj?1659623704,17/09/2025,43167,4,59,15,5,Miguel Esteban,Hillary Green-Lerman; Sara Billen,Keras Fundamentals,Supervised Learning with scikit-learn
77,Feature Engineering for Machine Learning in Python,"Every day you read about the amazing breakthroughs in how the newest applications of machine learning are changing the world. Often this reporting glosses over the fact that a huge amount of data munging and feature engineering must be done before any of these fancy models can be used. In this course, you will learn how to do just that. You will work with Stack Overflow Developers survey, and historic US presidential inauguration addresses, to understand how best to preprocess and engineer features from categorical, continuous, and unstructured data. This course will give you hands-on experience on how to prepare any data for your own machine learning models.",Create new features to improve the performance of your Machine Learning models.,python,2,4350,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/feature-engineering-for-machine-learning-in-python,https://assets.datacamp.com/production/course_14336/shields/thumb/shield_image_course_14336_20210603-1-k354wr?1622709777,17/09/2025,35177,4,53,16,2,Robert O'Callaghan,Sumedh Panchadhar; Hillary Green-Lerman,Machine Learning Scientist in Python,Supervised Learning with scikit-learn
78,Natural Language Processing with spaCy,"Learn spaCy, the fast-growing industry-standard NLP library, for tasks like tokenization, parsing, and named entity recognition. Master core operations, use classes like Doc and Token, and train models. Extract terms with pattern matching, create custom pipeline components, and handle real-world examples for your NLP projects.",Master the core operations of spaCy and train models for natural language processing. Extract information from unstructured data and match patterns.,python,2,4450,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/natural-language-processing-with-spacy,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,6248,4,53,15,1,Azadeh Mobasher,James Chapman; Maham Khan; Jasmin Ludolf,Machine Learning Scientist in Python; Natural Language Processing in Python,Supervised Learning with scikit-learn; Python Toolbox
79,Dimensionality Reduction in Python,"High-dimensional datasets can be overwhelming and leave you not knowing where to start. Typically, you’d visually explore a new dataset first, but when you have too many dimensions the classical approaches will seem insufficient. Fortunately, there are visualization techniques designed specifically for high dimensional data and you’ll be introduced to these in this course. After exploring the data, you’ll often find that many features hold little information because they don’t show any variance or because they are duplicates of other features. You’ll learn how to detect these features and drop them from the dataset so that you can focus on the informative ones. In a next step, you might want to build a model on these features, and it may turn out that some don’t have any effect on the thing you’re trying to predict. You’ll learn how to detect and drop these irrelevant features too, in order to reduce dimensionality and thus complexity. Finally, you’ll learn how feature extraction techniques can reduce dimensionality for you through the calculation of uncorrelated principal components.","Understand the concept of reducing dimensionality in your data, and master the techniques to do so in Python.",python,2,4700,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/dimensionality-reduction-in-python,https://assets.datacamp.com/production/course_13027/shields/thumb/shield_image_course_13027_20230106-1-h2hc5u?1673011483,17/09/2025,33516,4,58,16,6,Jeroen Boeye,Hadrien Lacroix; Hillary Green-Lerman; Chester Ismay,Machine Learning Scientist in Python,Supervised Learning with scikit-learn
80,Deep Reinforcement Learning in Python,"Embark on a journey to empower machines through Deep Reinforcement Learning (DRL). This course offers hands-on experience with powerful algorithms using PyTorch and Gymnasium. Start with DRL foundations and traditional Reinforcement Learning, then implement Deep Q-Networks (DQN) with advanced refinements like Prioritized Experience Replay. Advance your skills with policy-based methods and explore industry-standard algorithms like Proximal Policy Optimization (PPO) before optimizing your models using Optuna.","Learn and use powerful Deep Reinforcement Learning algorithms, including refinement and optimization techniques.",python,3,4050,4,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/deep-reinforcement-learning-in-python,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,3629,4,49,15,0,Timothée Carayol,James Chapman; Jasmin Ludolf; Francesca Donadoni,Reinforcement Learning in Python,Intermediate Deep Learning with PyTorch; Reinforcement Learning with Gymnasium in Python
81,Transformer Models with PyTorch,"Dive deeper into LLMs and discover how the transformer architecture has revolutionized deep learning and enabled the generative AI boom! In this course, you'll learn to create your own transformer architecture from the ground up, component by component. You'll learn how to encode token positions, perform attention mechanism calculations, and build modular transformer components to give you greater control over your transformer's inner workings. Go from zero to LLM hero today!",What makes LLMs tick? Discover how transformers revolutionized text modeling and kickstarted the generative AI boom.,python,3,1900,2,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/transformer-models-with-pytorch,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,3847,2,23,7,0,James Chapman,Michał Oleszak; Jasmin Ludolf,Deep Learning in Python; Developing Large Language Models,Deep Learning for Text with PyTorch
82,Deep Learning for Images with PyTorch,"In this course, you'll use PyTorch to discover image classification, object recognition, segmentation, and image generation. You'll work with both binary and multi-class image classification models, utilize pre-trained models for deep learning tasks, and master object detection with bounding boxes. Additionally, you'll delve into image segmentation, including semantic, instance, and panoptic types, with real-world applications. Finally, you'll explore Generative Adversarial Networks (GANs) and learn to assess the quality and diversity of the generated images.",Apply PyTorch to images and use deep learning models for object detection with bounding boxes and image segmentation generation.,python,3,4700,4,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/deep-learning-for-images-with-pytorch,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,8170,4,58,16,0,Michał Oleszak,Olga Scrivner; James Chapman; Jasmin Ludolf,Deep Learning in Python,Intermediate Deep Learning with PyTorch
83,Multi-Modal Systems with the OpenAI API,"Bored of text generation yet? If so, you've come to the right course! OpenAI provides models far beyond text generation. In this course, you'll learn how to use OpenAI's speech-to-text and text-to-speech models, and also perform content moderation to detect inappropriate content. You'll wrap up the course with a case study where you'll build your own end-to-end smooth-talking customer support chatbot that can respond to customer inquiries with spoken audio in their native language!","Create multi-modal systems using OpenAI's text and audio models, including an end-to-end customer support chatbot!",python,2,2000,2,16.0,25,Artificial Intelligence,https://www.datacamp.com/courses/multi-modal-systems-with-the-openai-api,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,1442,2,24,7,0,James Chapman; Stan Konkin,Eduardo Oliveira; Francesca Donadoni,OpenAI Fundamentals,Working with the OpenAI API
84,Introduction to SQL with AI,"Learn SQL fundamentals using AI. In this beginner course, you’ll learn to write prompts to generate SQL queries, understand the resulting code, and explore databases effectively. You'll start with SELECT statements and progress through tables, data types, counting, and finding unique values. You’ll focus on practicing real-world skills such as writing clear prompts, understanding SQL syntax, and knowing when to adjust what AI generates. By the end of the course, you'll confidently retrieve data and answer business questions with SQL using AI.","Learn SQL with AI by writing prompts, generating queries, and analyzing data to solve real-world problems.",sql,1,2500,3,3.0,3,Data Science and Analytics,https://www.datacamp.com/courses/introduction-to-sql-with-ai,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,330,3,34,11,0,Jasmin Ludolf,Amy Peterson,,
85,Machine Learning with PySpark,"Spark is a powerful, general purpose tool for working with Big Data. Spark transparently handles the distribution of compute tasks across a cluster. This means that operations are fast, but it also allows you to focus on the analysis rather than worry about technical details. In this course you'll learn how to get data into Spark and then delve into the three fundamental Spark Machine Learning algorithms: Linear Regression, Logistic Regression/Classifiers, and creating pipelines. Along the way you'll analyse a large dataset of flight delays and spam text messages. With this background you'll be ready to harness the power of Spark and apply it on your own Machine Learning projects!","Learn how to make predictions from data with Apache Spark, using decision trees, logistic regression, linear regression, ensembles, and pipelines.",python,3,4550,4,6.0,28,Data Engineering,https://www.datacamp.com/courses/machine-learning-with-pyspark,https://assets.datacamp.com/production/course_14989/shields/thumb/shield_image_course_14989_20250320-1-afi6b7?1742469426,17/09/2025,26876,4,56,16,2,Andrew Collier,Hadrien Lacroix; Mona Khalil,Big Data with PySpark; Machine Learning Scientist in Python,Supervised Learning with scikit-learn; Introduction to PySpark
86,Hyperparameter Tuning in Python,"Building powerful machine learning models depends heavily on the set of hyperparameters used. But with increasingly complex models with lots of options, how do you efficiently find the best settings for your particular problem? In this course you will get practical experience in using some common methodologies for automated hyperparameter tuning in Python using Scikit Learn. These include Grid Search, Random Search & advanced optimization methodologies including Bayesian & Genetic algorithms . You will use a dataset predicting credit card defaults as you build skills to dramatically increase the efficiency and effectiveness of your machine learning model building.","Learn techniques for automated hyperparameter tuning in Python, including Grid, Random, and Informed Search.",python,2,3400,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/hyperparameter-tuning-in-python,https://assets.datacamp.com/production/course_15167/shields/thumb/shield_image_course_15167_20221230-1-1jdjhql?1672408588,17/09/2025,22281,4,44,13,1,Alex Scriven,Hadrien Lacroix; Chester Ismay,Machine Learning Scientist in Python; Supervised Machine Learning in Python,Supervised Learning with scikit-learn
87,Feature Engineering for NLP in Python,"In this course, you will learn techniques that will allow you to extract useful information from text and process them into a format suitable for applying ML models. More specifically, you will learn about POS tagging, named entity recognition, readability scores, the n-gram and tf-idf models, and how to implement them using scikit-learn and spaCy. You will also learn to compute how similar two documents are to each other. In the process, you will predict the sentiment of movie reviews and build movie and Ted Talk recommenders. Following the course, you will be able to engineer critical features out of any text and solve some of the most challenging problems in data science!",Learn techniques to extract useful information from text and process them into a format suitable for machine learning.,python,3,4200,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/feature-engineering-for-nlp-in-python,https://assets.datacamp.com/production/course_16570/shields/thumb/shield_image_course_16570_20241106-1-13agw8s?1730897921,17/09/2025,27306,4,52,15,5,Rounak Banik,Adrián Soto; Hillary Green-Lerman,Machine Learning Scientist in Python; Natural Language Processing in Python,Introduction to Natural Language Processing in Python; Supervised Learning with scikit-learn
88,Deep Learning for Text with PyTorch,"Embark on an exciting journey into deep learning for text with PyTorch. This course will equip you with the skills to tackle various text-related challenges. You'll dive into the principles of text processing with encoding and embedding. You’ll apply various models, including CNNs, RNNs, GANs, and pre-trained models, using text data. Finally, you'll delve into advanced topics, including transfer learning techniques, attention mechanisms, and how to protect your models from adversarial attacks. By the end of this course, you'll have the skills to build powerful deep learning models for text.",Discover the exciting world of Deep Learning for Text with PyTorch and unlock new possibilities in natural language processing and text generation.,python,3,4050,4,16.0,27,Artificial Intelligence,https://www.datacamp.com/courses/deep-learning-for-text-with-pytorch,https://assets.datacamp.com/production/default/shields/placeholder.png,17/09/2025,6997,4,50,16,1,Shubham Jain,James Chapman; Maham Khan; Jasmin Ludolf; Chris Harper,Deep Learning in Python; Developing Large Language Models,Intermediate Deep Learning with PyTorch
89,Ensemble Methods in Python,"Continue your machine learning journey by diving into the wonderful world of ensemble learning methods! These are an exciting class of machine learning techniques that combine multiple individual algorithms to boost performance and solve complex problems at scale across different industries. Ensemble techniques regularly win online machine learning competitions as well! In this course, you’ll learn all about these advanced ensemble techniques, such as bagging, boosting, and stacking. You’ll apply them to real-world datasets using cutting edge Python machine learning libraries such as scikit-learn, XGBoost, CatBoost, and mlxtend.","Learn how to build advanced and effective machine learning models in Python using ensemble techniques such as bagging, boosting, and stacking.",python,3,4050,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/ensemble-methods-in-python,https://assets.datacamp.com/production/course_15296/shields/thumb/shield_image_course_15296_20240725-1-arzbrd?1721906849,17/09/2025,11337,4,52,15,6,Román de las Heras,Hillary Green-Lerman; Yashas Roy,Supervised Machine Learning in Python,Linear Classifiers in Python; Machine Learning with Tree-Based Models in Python
90,Winning a Kaggle Competition in Python,"Kaggle is the most famous platform for Data Science competitions. Taking part in such competitions allows you to work with real-world datasets, explore various machine learning problems, compete with other participants and, finally, get invaluable hands-on experience. In this course, you will learn how to approach and structure any Data Science competition. You will be able to select the correct local validation scheme and to avoid overfitting. Moreover, you will master advanced feature engineering together with model ensembling approaches. All these techniques will be practiced on Kaggle competitions datasets.",Learn how to approach and win competitions on Kaggle.,python,3,4200,4,6.0,2,Data Science and Analytics,https://www.datacamp.com/courses/winning-a-kaggle-competition-in-python,https://assets.datacamp.com/production/course_16839/shields/thumb/shield_image_course_16839_20220613-1-1fqm7vy?1655134075,17/09/2025,20233,4,52,16,6,Yauhen Babakhin,Hillary Green-Lerman; Hadrien Lacroix,Machine Learning Scientist in Python,Extreme Gradient Boosting with XGBoost
91,Biomedical Image Analysis in Python,"The field of biomedical imaging has exploded in recent years - but for the uninitiated, even loading data can be a challenge! In this introductory course, you'll learn the fundamentals of image analysis using NumPy, SciPy, and Matplotlib. You'll navigate through a whole-body CT scan, segment a cardiac MRI time series, and determine whether Alzheimer’s disease changes brain structure. Even if you have never worked with images before, you will finish the course with a solid toolkit for entering this dynamic field.","Learn the fundamentals of exploring, manipulating, and measuring biomedical image data.",python,2,4400,4,3.0,2,Data Science and Analytics,https://www.datacamp.com/courses/biomedical-image-analysis-in-python,https://assets.datacamp.com/production/course_7032/shields/thumb/shield_image_course_7032_20200213-1-3s8jmz?1581591382,17/09/2025,21732,4,54,15,5,Stephen Bailey,Lore Dirick; Becca Robins; Sara Snell,Image Processing in Python,Intermediate Python
